Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance
2024-10-22 16:46:24,Legs,45m,Lying Leg Curl (Machine),1,50.0,12,0
2024-10-22 16:46:24,Legs,45m,Lying Leg Curl (Machine),2,50.0,12,0
2024-10-22 16:46:24,Legs,45m,Lying Leg Curl (Machine),3,50.0,12,0
2024-10-22 16:46:24,Legs,45m,Leg Extension (Machine),1,85.0,12,0
2024-10-22 16:46:24,Legs,45m,Leg Extension (Machine),2,85.0,12,0
2024-10-22 16:46:24,Legs,45m,Leg Extension (Machine),3,85.0,16,0
2024-10-22 16:46:24,Legs,45m,Hip Abductor (Machine),1,85.0,12,0
2024-10-22 16:46:24,Legs,45m,Hip Abductor (Machine),2,85.0,12,0
2024-10-22 16:46:24,Legs,45m,Hip Abductor (Machine),3,85.0,12,0
2024-10-22 16:46:24,Legs,45m,Hip Adductor (Machine),1,100.0,12,0
2024-10-22 16:46:24,Legs,45m,Hip Adductor (Machine),2,100.0,12,0
2024-10-22 16:46:24,Legs,45m,Hip Adductor (Machine),3,100.0,12,0
2024-10-23 16:59:28,Chest,38m,Bench Press (Barbell),1,45.0,12,0
2024-10-23 16:59:28,Chest,38m,Bench Press (Barbell),2,95.0,6,0
2024-10-23 16:59:28,Chest,38m,Bench Press (Barbell),3,95.0,6,0
2024-10-23 16:59:28,Chest,38m,Bench Press (Barbell),4,95.0,6,0
2024-10-23 16:59:28,Chest,38m,Bench Press (Barbell),5,95.0,6,0
2024-10-23 16:59:28,Chest,38m,Chest Fly,1,70.0,12,0
2024-10-23 16:59:28,Chest,38m,Chest Fly,2,70.0,12,0
2024-10-23 16:59:28,Chest,38m,Chest Fly,3,70.0,12,0
2024-10-23 16:59:28,Chest,38m,Triceps Extension,1,17.5,12,0
2024-10-23 16:59:28,Chest,38m,Triceps Extension,2,17.5,12,0
2024-10-23 16:59:28,Chest,38m,Triceps Extension,3,17.5,12,0
2024-10-23 16:59:28,Chest,38m,Shoulder Press (Machine),1,40.0,12,0
2024-10-23 16:59:28,Chest,38m,Shoulder Press (Machine),2,40.0,12,0
2024-10-23 16:59:28,Chest,38m,Shoulder Press (Machine),3,40.0,12,0
2024-10-24 17:42:57,Back,35m,Chin Up (Assisted),1,55.0,12,0
2024-10-24 17:42:57,Back,35m,Pull Up (Assisted),1,55.0,12,0
2024-10-24 17:42:57,Back,35m,Pull Up (Assisted),2,55.0,8,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),1,25.0,12,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),2,25.0,6,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),3,25.0,6,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),4,25.0,6,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),5,25.0,6,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),6,12.5,12,0
2024-10-24 17:42:57,Back,35m,Preacher Curl (Dumbbell),7,17.5,12,0
2024-10-24 17:42:57,Back,35m,Pullover (Machine),1,90.0,12,0
2024-10-24 17:42:57,Back,35m,Pullover (Machine),2,90.0,12,0
2024-10-24 17:42:57,Back,35m,Pullover (Machine),3,90.0,12,0
2024-10-26 15:41:53,Chest,49m,Bench Press (Dumbbell),1,40.0,12,0
2024-10-26 15:41:53,Chest,49m,Bench Press (Barbell),1,90.0,6,0
2024-10-26 15:41:53,Chest,49m,Bench Press (Barbell),2,95.0,6,0
2024-10-26 15:41:53,Chest,49m,Bench Press (Barbell),3,105.0,12,0
2024-10-26 15:41:53,Chest,49m,Bench Press (Barbell),4,115.0,8,0
2024-10-26 15:41:53,Chest,49m,Incline Bench Press (Barbell),1,45.0,12,0
2024-10-26 15:41:53,Chest,49m,Incline Bench Press (Barbell),2,95.0,5,0
2024-10-26 15:41:53,Chest,49m,Incline Bench Press (Barbell),3,95.0,2,0
2024-10-26 15:41:53,Chest,49m,Incline Bench Press (Barbell),4,75.00000000000000,8,0
2024-10-29 16:50:19,Back,37m,Chin Up (Assisted),1,55.0,12,0
2024-10-29 16:50:19,Back,37m,Pull Up (Assisted),1,55.0,12,0
2024-10-29 16:50:19,Back,37m,Pull Up (Assisted),2,55.0,8,0
2024-10-29 16:50:19,Back,37m,Preacher Curl (Dumbbell),1,15.0,12,0
2024-10-29 16:50:19,Back,37m,Preacher Curl (Dumbbell),2,15.0,12,0
2024-10-29 16:50:19,Back,37m,Preacher Curl (Dumbbell),3,15.0,12,0
2024-10-29 16:50:19,Back,37m,Preacher Curl (Dumbbell),4,17.5,12,0
2024-10-29 16:50:19,Back,37m,Preacher Curl (Dumbbell),5,20.0,12,0
2024-10-29 16:50:19,Back,37m,Pullover (Machine),1,90.0,12,0
2024-10-29 16:50:19,Back,37m,Pullover (Machine),2,90.0,12,0
2024-10-29 16:50:19,Back,37m,Pullover (Machine),3,90.0,12,0
2024-11-04 17:59:06,Chest,25m,Chest Fly,1,85.0,12,0
2024-11-04 17:59:06,Chest,25m,Chest Fly,2,85.0,12,0
2024-11-04 17:59:06,Chest,25m,Chest Fly,3,85.0,12,0
2024-11-04 17:59:06,Chest,25m,Triceps Extension,1,17.5,12,0
2024-11-04 17:59:06,Chest,25m,Triceps Extension,2,17.5,12,0
2024-11-04 17:59:06,Chest,25m,Triceps Extension,3,17.5,12,0
2024-11-04 17:59:06,Chest,25m,Shoulder Press (Machine),1,40.0,12,0
2024-11-04 17:59:06,Chest,25m,Shoulder Press (Machine),2,40.0,12,0
2024-11-04 17:59:06,Chest,25m,Shoulder Press (Machine),3,40.0,12,0
2024-11-05 17:50:29,Back,42m,Chin Up (Assisted),1,55.0,12,0
2024-11-05 17:50:29,Back,42m,Pull Up (Assisted),1,55.0,12,0
2024-11-05 17:50:29,Back,42m,Pull Up (Assisted),2,55.0,8,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),1,15.0,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),2,15.0,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),3,15.0,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),4,17.5,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),5,22.5,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),6,22.5,12,0
2024-11-05 17:50:29,Back,42m,Preacher Curl (Dumbbell),7,22.5,12,0
2024-11-05 17:50:29,Back,42m,Pullover (Machine),1,90.0,12,0
2024-11-05 17:50:29,Back,42m,Pullover (Machine),2,90.0,12,0
2024-11-05 17:50:29,Back,42m,Pullover (Machine),3,90.0,12,0
2024-11-06 16:58:14,Legs,42m,Leg Press,1,90.0,12,0
2024-11-06 16:58:14,Legs,42m,Leg Press,2,180.0,12,0
2024-11-06 16:58:14,Legs,42m,Leg Press,3,180.0,12,0
2024-11-06 16:58:14,Legs,42m,Leg Press,4,230.0,12,0
2024-11-06 16:58:14,Legs,42m,Lying Leg Curl (Machine),1,50.0,12,0
2024-11-06 16:58:14,Legs,42m,Lying Leg Curl (Machine),2,50.0,12,0
2024-11-06 16:58:14,Legs,42m,Lying Leg Curl (Machine),3,50.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Abductor (Machine),1,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Abductor (Machine),2,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Abductor (Machine),3,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Adductor (Machine),1,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Adductor (Machine),2,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Hip Adductor (Machine),3,100.0,12,0
2024-11-06 16:58:14,Legs,42m,Pullover (Machine),1,90.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),1,45.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),2,95.0,5,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),3,105.0,5,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),4,115.0,3,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),5,115.0,2,0
2024-11-09 12:12:29,Chest,1h 10m,Bench Press (Barbell),6,105.0,5,0
2024-11-09 12:12:29,Chest,1h 10m,Chest Fly,1,85.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Chest Fly,2,85.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Chest Fly,3,85.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Triceps Extension,1,17.5,12,0
2024-11-09 12:12:29,Chest,1h 10m,Triceps Extension,2,17.5,12,0
2024-11-09 12:12:29,Chest,1h 10m,Triceps Extension,3,17.5,12,0
2024-11-09 12:12:29,Chest,1h 10m,Push Up,1,0.0,8,0
2024-11-09 12:12:29,Chest,1h 10m,Push Up,2,0.0,8,0
2024-11-09 12:12:29,Chest,1h 10m,Push Up,3,0.0,8,0
2024-11-09 12:12:29,Chest,1h 10m,Push Up,4,10.0,8,0
2024-11-09 12:12:29,Chest,1h 10m,Overhead Press (Dumbbell),1,15.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Overhead Press (Dumbbell),2,15.0,12,0
2024-11-09 12:12:29,Chest,1h 10m,Overhead Press (Dumbbell),3,15.0,12,0
2024-11-11 17:05:20,Back,45m,Chin Up (Assisted),1,55.0,12,0
2024-11-11 17:05:20,Back,45m,Pull Up (Assisted),1,55.0,12,0
2024-11-11 17:05:20,Back,45m,Pull Up (Assisted),2,55.0,8,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),1,20.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),2,20.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),3,20.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),4,15.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),5,15.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),6,15.0,12,0
2024-11-11 17:05:20,Back,45m,Preacher Curl (Dumbbell),7,15.0,12,0
2024-11-11 17:05:20,Back,45m,Pullover (Machine),1,90.0,12,0
2024-11-11 17:05:20,Back,45m,Pullover (Machine),2,90.0,12,0
2024-11-11 17:05:20,Back,45m,Pullover (Machine),3,90.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,1,90.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,2,180.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,3,180.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,4,230.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,5,230.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Press,6,230.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Adductor (Machine),1,100.0,16,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Adductor (Machine),2,100.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Adductor (Machine),3,100.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Abductor (Machine),1,100.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Abductor (Machine),2,115.0,14,0
2024-11-12 16:19:51,Legs,1h 9m,Hip Abductor (Machine),3,115.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Lying Leg Curl (Machine),1,50.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Lying Leg Curl (Machine),2,50.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Lying Leg Curl (Machine),3,50.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Extension (Machine),1,85.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Extension (Machine),2,85.0,12,0
2024-11-12 16:19:51,Legs,1h 9m,Leg Extension (Machine),3,85.0,16,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),1,45.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),2,95.0,5,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),3,115.0,4,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),4,105.0,5,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),5,105.0,4,0
2024-11-13 17:35:38,Chest,1h 5m,Bench Press (Barbell),6,95.0,5,0
2024-11-13 17:35:38,Chest,1h 5m,Overhead Press (Dumbbell),1,20.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Overhead Press (Dumbbell),2,25.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Overhead Press (Dumbbell),3,25.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Triceps Extension,1,17.5,12,0
2024-11-13 17:35:38,Chest,1h 5m,Triceps Extension,2,17.5,12,0
2024-11-13 17:35:38,Chest,1h 5m,Triceps Extension,3,17.5,12,0
2024-11-13 17:35:38,Chest,1h 5m,Chest Fly,1,85.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Chest Fly,2,85.0,12,0
2024-11-13 17:35:38,Chest,1h 5m,Chest Fly,3,85.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Chin Up (Assisted),1,55.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Pull Up (Assisted),1,55.0,11,0
2024-11-15 18:09:05,Back,1h 4m,Pull Up (Assisted),2,55.0,4,0
2024-11-15 18:09:05,Back,1h 4m,Pull Up (Assisted),3,55.0,4,0
2024-11-15 18:09:05,Back,1h 4m,Preacher Curl (Dumbbell),1,15.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Preacher Curl (Dumbbell),2,15.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Preacher Curl (Dumbbell),3,15.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Preacher Curl (Dumbbell),4,15.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Preacher Curl (Dumbbell),5,15.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Lat Pulldown (Machine),1,45.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Lat Pulldown (Machine),2,45.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Lat Pulldown (Machine),3,45.0,12,0
2024-11-15 18:09:05,Back,1h 4m,Lat Pulldown (Machine),4,45.0,12,0
2024-11-18 17:25:00,Legs,41m,Running (Treadmill),1,0,0,0.8
2024-11-18 17:25:00,Legs,41m,Leg Press,1,90.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Press,2,180.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Press,3,180.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Press,4,270.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Adductor (Machine),1,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Adductor (Machine),2,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Adductor (Machine),3,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Abductor (Machine),1,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Abductor (Machine),2,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Hip Abductor (Machine),3,115.0,12,0
2024-11-18 17:25:00,Legs,41m,Lying Leg Curl (Machine),1,50.0,12,0
2024-11-18 17:25:00,Legs,41m,Lying Leg Curl (Machine),2,50.0,12,0
2024-11-18 17:25:00,Legs,41m,Lying Leg Curl (Machine),3,50.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Extension (Machine),1,85.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Extension (Machine),2,85.0,12,0
2024-11-18 17:25:00,Legs,41m,Leg Extension (Machine),3,85.0,16,0
2024-11-20 17:06:01,Chest,46m,Bench Press (Barbell),1,45.0,12,0
2024-11-20 17:06:01,Chest,46m,Bench Press (Barbell),2,65.0,8,0
2024-11-20 17:06:01,Chest,46m,Bench Press (Barbell),3,95.0,5,0
2024-11-20 17:06:01,Chest,46m,Bench Press (Barbell),4,95.0,5,0
2024-11-20 17:06:01,Chest,46m,Overhead Press (Dumbbell),1,25.0,12,0
2024-11-20 17:06:01,Chest,46m,Overhead Press (Dumbbell),2,25.0,12,0
2024-11-20 17:06:01,Chest,46m,Overhead Press (Dumbbell),3,25.0,12,0
2024-11-20 17:06:01,Chest,46m,Triceps Extension,1,17.5,12,0
2024-11-20 17:06:01,Chest,46m,Triceps Extension,2,17.5,12,0
2024-11-20 17:06:01,Chest,46m,Triceps Extension,3,17.5,12,0
2024-11-20 17:06:01,Chest,46m,Chest Fly,1,85.0,12,0
2024-11-20 17:06:01,Chest,46m,Chest Fly,2,85.0,12,0
2024-11-20 17:06:01,Chest,46m,Chest Fly,3,85.0,12,0
2024-11-21 17:29:37,Back,38m,Chin Up (Assisted),1,55.0,12,0
2024-11-21 17:29:37,Back,38m,Pull Up (Assisted),1,55.0,12,0
2024-11-21 17:29:37,Back,38m,Pull Up (Assisted),2,55.0,8,0
2024-11-21 17:29:37,Back,38m,Preacher Curl (Dumbbell),1,20.0,12,0
2024-11-21 17:29:37,Back,38m,Preacher Curl (Dumbbell),2,20.0,12,0
2024-11-21 17:29:37,Back,38m,Preacher Curl (Dumbbell),3,22.5,12,0
2024-11-21 17:29:37,Back,38m,Preacher Curl (Dumbbell),4,22.5,12,0
2024-11-21 17:29:37,Back,38m,Preacher Curl (Dumbbell),5,22.5,12,0
2024-11-21 17:29:37,Back,38m,Lat Pulldown (Machine),1,45.0,12,0
2024-11-21 17:29:37,Back,38m,Lat Pulldown (Machine),2,45.0,12,0
2024-11-21 17:29:37,Back,38m,Lat Pulldown (Machine),3,45.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Press,1,90.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Press,2,180.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Press,3,230.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Press,4,230.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Press,5,230.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Adductor (Machine),1,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Adductor (Machine),2,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Adductor (Machine),3,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Abductor (Machine),1,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Abductor (Machine),2,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Hip Abductor (Machine),3,115.0,12,0
2024-11-25 17:19:40,Legs,32m,Lying Leg Curl (Machine),1,50.0,12,0
2024-11-25 17:19:40,Legs,32m,Lying Leg Curl (Machine),2,50.0,12,0
2024-11-25 17:19:40,Legs,32m,Lying Leg Curl (Machine),3,50.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Extension (Machine),1,85.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Extension (Machine),2,85.0,12,0
2024-11-25 17:19:40,Legs,32m,Leg Extension (Machine),3,85.0,16,0
2024-11-26 17:00:05,Chest,27m,Bench Press (Barbell),1,45.0,12,0
2024-11-26 17:00:05,Chest,27m,Overhead Press (Dumbbell),1,25.0,12,0
2024-11-26 17:00:05,Chest,27m,Triceps Extension,1,17.5,12,0
2024-11-26 17:00:05,Chest,27m,Triceps Extension,2,17.5,12,0
2024-11-26 17:00:05,Chest,27m,Triceps Extension,3,17.5,12,0
2024-11-26 17:00:05,Chest,27m,Chest Fly,1,85.0,12,0
2024-11-26 17:00:05,Chest,27m,Chest Fly,2,85.0,12,0
2024-11-26 17:00:05,Chest,27m,Chest Fly,3,85.0,12,0
2024-11-26 17:00:05,Chest,27m,Iso-Lateral Chest Press (Machine),1,25.0,8,0
2024-11-26 17:00:05,Chest,27m,Iso-Lateral Chest Press (Machine),2,25.0,8,0
2024-11-26 17:00:05,Chest,27m,Iso-Lateral Chest Press (Machine),3,25.0,8,0
2024-11-28 14:20:50,Chest,52m,Chest Press (Machine),1,50.0,12,0
2024-11-28 14:20:50,Chest,52m,Chest Press (Machine),2,70.0,12,0
2024-11-28 14:20:50,Chest,52m,Chest Press (Machine),3,80.0,12,0
2024-11-28 14:20:50,Chest,52m,Chest Press (Machine),4,100.0,12,0
2024-11-28 14:20:50,Chest,52m,Lat Pulldown (Cable),1,70.0,12,0
2024-11-28 14:20:50,Chest,52m,Lat Pulldown (Cable),2,70.0,12,0
2024-11-28 14:20:50,Chest,52m,Lat Pulldown (Cable),3,70.0,12,0
2024-11-28 14:20:50,Chest,52m,Lat Pulldown (Cable),4,100.0,12,0
2024-11-28 14:20:50,Chest,52m,Bicep Curl (Dumbbell),1,20.0,6,0
2024-11-28 14:20:50,Chest,52m,Bicep Curl (Dumbbell),2,20.0,6,0
2024-11-28 14:20:50,Chest,52m,Bicep Curl (Dumbbell),3,20.0,6,0
2024-11-28 14:20:50,Chest,52m,Triceps Extension (Cable),1,25.0,12,0
2024-11-28 14:20:50,Chest,52m,Triceps Extension (Cable),2,25.0,12,0
2024-11-28 14:20:50,Chest,52m,Triceps Extension (Cable),3,25.0,12,0
2024-12-02 17:11:14,Back,41m,Chin Up (Assisted),1,55.0,12,0
2024-12-02 17:11:14,Back,41m,Pull Up (Assisted),1,55.0,12,0
2024-12-02 17:11:14,Back,41m,Pull Up (Assisted),2,55.0,8,0
2024-12-02 17:11:14,Back,41m,Preacher Curl (Dumbbell),1,22.5,12,0
2024-12-02 17:11:14,Back,41m,Preacher Curl (Dumbbell),2,22.5,12,0
2024-12-02 17:11:14,Back,41m,Preacher Curl (Dumbbell),3,22.5,12,0
2024-12-02 17:11:14,Back,41m,Preacher Curl (Dumbbell),4,22.5,12,0
2024-12-02 17:11:14,Back,41m,Preacher Curl (Dumbbell),5,22.5,12,0
2024-12-02 17:11:14,Back,41m,Pullover (Machine),1,60.0,12,0
2024-12-02 17:11:14,Back,41m,Pullover (Machine),2,60.0,12,0
2024-12-02 17:11:14,Back,41m,Pullover (Machine),3,60.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Press,1,90.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Press,2,90.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Press,3,180.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Press,4,230.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Press,5,230.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Adductor (Machine),1,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Adductor (Machine),2,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Adductor (Machine),3,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Abductor (Machine),1,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Abductor (Machine),2,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Hip Abductor (Machine),3,115.0,12,0
2024-12-03 17:00:38,Legs,41m,Lying Leg Curl (Machine),1,55.0,12,0
2024-12-03 17:00:38,Legs,41m,Lying Leg Curl (Machine),2,55.0,12,0
2024-12-03 17:00:38,Legs,41m,Lying Leg Curl (Machine),3,55.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Extension (Machine),1,55.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Extension (Machine),2,55.0,12,0
2024-12-03 17:00:38,Legs,41m,Leg Extension (Machine),3,55.0,12,0
2024-12-04 16:49:48,Chest,29m,Bench Press (Barbell),1,45.0,12,0
2024-12-04 16:49:48,Chest,29m,Overhead Press (Dumbbell),1,20.0,12,0
2024-12-04 16:49:48,Chest,29m,Overhead Press (Dumbbell),2,20.0,12,0
2024-12-04 16:49:48,Chest,29m,Overhead Press (Dumbbell),3,20.0,12,0
2024-12-04 16:49:48,Chest,29m,Triceps Extension,1,17.5,12,0
2024-12-04 16:49:48,Chest,29m,Triceps Extension,2,17.5,12,0
2024-12-04 16:49:48,Chest,29m,Triceps Extension,3,17.5,12,0
2024-12-04 16:49:48,Chest,29m,Chest Fly,1,85.0,12,0
2024-12-04 16:49:48,Chest,29m,Chest Fly,2,85.0,12,0
2024-12-04 16:49:48,Chest,29m,Chest Fly,3,85.0,12,0
2024-12-04 16:49:48,Chest,29m,Chest Fly,4,85.0,12,0
2024-12-04 16:49:48,Chest,29m,Chest Fly,5,85.0,12,0
2024-12-05 16:23:25,Back,35m,Chin Up (Assisted),1,55.0,12,0
2024-12-05 16:23:25,Back,35m,Pull Up (Assisted),1,55.0,12,0
2024-12-05 16:23:25,Back,35m,Pull Up (Assisted),2,55.0,8,0
2024-12-05 16:23:25,Back,35m,Preacher Curl (Dumbbell),1,22.5,12,0
2024-12-05 16:23:25,Back,35m,Preacher Curl (Dumbbell),2,22.5,12,0
2024-12-05 16:23:25,Back,35m,Preacher Curl (Dumbbell),3,22.5,12,0
2024-12-05 16:23:25,Back,35m,Preacher Curl (Dumbbell),4,22.5,12,0
2024-12-05 16:23:25,Back,35m,Preacher Curl (Dumbbell),5,22.5,12,0
2024-12-05 16:23:25,Back,35m,Pullover (Machine),1,90.0,12,0
2024-12-05 16:23:25,Back,35m,Pullover (Machine),2,90.0,12,0
2024-12-05 16:23:25,Back,35m,Pullover (Machine),3,90.0,12,0
2024-12-07 11:40:23,Back,50m,Chin Up (Assisted),1,55.0,12,0
2024-12-07 11:40:23,Back,50m,Chin Up (Assisted),2,60.0,12,0
2024-12-07 11:40:23,Back,50m,Chin Up (Assisted),3,70.0,6,0
2024-12-07 11:40:23,Back,50m,Pull Up (Assisted),1,50.0,12,0
2024-12-07 11:40:23,Back,50m,Pull Up (Assisted),2,50.0,12,0
2024-12-07 11:40:23,Back,50m,Pull Up (Assisted),3,50.0,12,0
2024-12-07 11:40:23,Back,50m,Preacher Curl (Dumbbell),1,22.5,12,0
2024-12-07 11:40:23,Back,50m,Preacher Curl (Dumbbell),2,22.5,12,0
2024-12-07 11:40:23,Back,50m,Back Extension (Machine),1,70.0,12,0
2024-12-07 11:40:23,Back,50m,Back Extension (Machine),2,70.0,12,0
2024-12-07 11:40:23,Back,50m,Back Extension (Machine),3,70.0,12,0
2024-12-07 11:40:23,Back,50m,Preacher Curl (Machine),1,40.0,12,0
2024-12-07 11:40:23,Back,50m,Preacher Curl (Machine),2,20.0,12,0
2024-12-07 11:40:23,Back,50m,Preacher Curl (Machine),3,20.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Dip (Assisted),1,70.0,12,0
2024-12-08 12:33:51,Chest,50m,Triceps Extension,1,10.0,12,0
2024-12-08 12:33:51,Chest,50m,Triceps Extension,2,10.0,12,0
2024-12-08 12:33:51,Chest,50m,Triceps Extension,3,10.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Fly,1,50.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Fly,2,50.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Fly,3,50.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Press (Machine),1,40.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Press (Machine),2,40.0,12,0
2024-12-08 12:33:51,Chest,50m,Chest Press (Machine),3,70.0,12,0
2024-12-09 17:03:03,Legs,50m,Leg Extension (Machine),1,50.0,12,0
2024-12-09 17:03:03,Legs,50m,Leg Extension (Machine),2,50.0,12,0
2024-12-09 17:03:03,Legs,50m,Leg Extension (Machine),3,50.0,12,0
2024-12-09 17:03:03,Legs,50m,Seated Leg Press (Machine),1,120.0,12,0
2024-12-09 17:03:03,Legs,50m,Seated Leg Press (Machine),2,140.0,12,0
2024-12-09 17:03:03,Legs,50m,Seated Leg Press (Machine),3,140.0,12,0
